param,dens_0_posterior,dens_0_prior,bayes_factor
delta_a_rew,5.561873670944231e-05,0.4024157457648118,7235.255052035266
delta_a_pun,0.004876333206230669,0.4024157457648118,82.52425106033166
delta_K,0.48844799251386195,0.4024157457648118,0.8238661063867335
delta_omega_p,0.4784147007429592,0.4024157457648118,0.8411441896327099
delta_omega_f,0.2350692526671032,0.4024157457648118,1.7119029443408271
