param,dens_0_posterior,dens_0_prior,bayes_factor
delta_a_rew,5.143499248178936e-09,0.4024157457648118,78237737.84107925
delta_a_pun,1.605167250252815e-06,0.4024157457648118,250700.19694298587
delta_K,1.411201869653797,0.4024157457648118,0.2851581722064572
delta_omega_p,0.9033846989521448,0.4024157457648118,0.44545335584229223
delta_omega_f,0.15490541017750242,0.4024157457648118,2.5978159529979825
