param,dens_0_posterior,dens_0_prior,bayes_factor
delta_a_rew,5.143499248178936e-09,0.40231705513509297,78218550.39203787
delta_a_pun,1.605167250252815e-06,0.40231705513509297,250638.71386095605
delta_K,1.411201869653797,0.40231705513509297,0.2850882384628582
delta_omega_p,0.9033846989521448,0.40231705513509297,0.4453441104346234
delta_omega_f,0.15490541017750242,0.40231705513509297,2.5971788504616296
