param,dens_0_posterior,dens_0_prior,bayes_factor
delta_a_rew,0.022740983533116786,0.40231705513509297,17.69127771229484
delta_a_pun,0.021453147487783996,0.40231705513509297,18.753288083447114
delta_K,0.1899492123808323,0.40231705513509297,2.118024339729722
delta_omega_p,0.36771728615078375,0.40231705513509297,1.0940933980735446
delta_omega_f,0.38985477943201857,0.40231705513509297,1.0319664561281787
