param,dens_0_posterior,dens_0_prior,bayes_factor
delta_a_rew,5.561873670944231e-05,0.40231705513509297,7233.480638671036
delta_a_pun,0.004876333206230669,0.40231705513509297,82.5040123634369
delta_K,0.48844799251386195,0.40231705513509297,0.8236640569746541
delta_omega_p,0.4784147007429592,0.40231705513509297,0.8409379028493698
delta_omega_f,0.2350692526671032,0.40231705513509297,1.7114831079368777
